CustomerID,Occupation,Monthly Income (MYR),Account Balance (MYR),Credit Score,Total Loan Applied (MYR),Loan Duration (Years),Loan Purpose Text,Topic,Risk Category
CUST1187,Freelancer,7713,5678,689,154260,24,financing for root canal treatment,Medical Expenses,Low
CUST1188,Teacher,4091,2369,646,77729,5,paying semester fees asap,Education,Low
CUST1189,Sales Executive,6730,1299,672,148060,12,short on cash for replacing my old clunker immediately,Vehicle Purchase,Low
CUST1190,Manager,9807,22120,721,58842,17,urgent need for phd research grant gap,Education,Low
CUST1191,Clerk,2760,3416,722,38640,16,unexpected tax bill,Emergency Expenses,High
CUST1192,Teacher,4082,6843,568,57148,29,help me to last minute flight ticket,Emergency Expenses,Low
CUST1193,Sales Executive,4499,8502,565,35992,18,funds required to phd research grant gap without delay,Education,Low
CUST1194,Clerk,3782,9003,675,52948,19,loan to cover paying for mri scan immediately,Medical Expenses,Low
CUST1195,Self-Employed,10181,2432,669,244344,5,insulin pump cost,Medical Expenses,Low
CUST1196,Retired,3387,5375,531,30483,28,im looking to buying furniture for new flat,Home Improvement,High
CUST1197,Clerk,3638,2576,571,61846,8,money needed for hiring more staff members,Business Expansion,Low
CUST1198,Self-Employed,12863,33995,683,244397,24,fixing the garden fence if possible,Home Improvement,Low
CUST1199,Clerk,3773,6001,665,94325,26,purchasing raw materials bulk to move forward,Business Expansion,Low
CUST1200,Retired,2007,2591,623,48168,18,need capital to storm damage fix,Emergency Expenses,High
CUST1201,Retired,2275,3420,555,11375,4,loan to cover paying ambulance fee,Medical Expenses,High
CUST1202,Student,2063,3377,591,47449,15,storm damage fix without delay,Emergency Expenses,High
CUST1203,Retired,3985,4157,746,79700,28,im looking to buying a classic mustang right now,Vehicle Purchase,Low
CUST1204,Self-Employed,11160,17573,665,234360,11,kidney stone removal next week,Medical Expenses,Low
CUST1205,Engineer,5745,10197,674,57450,10,final year project cost please approve,Education,Low
CUST1206,Teacher,4546,7060,604,81828,22,help me to loan for immediate survival right now,Emergency Expenses,Low
CUST1207,Student,2758,5491,637,16548,10,money needed for upgrade server capacity,Business Expansion,High
CUST1208,Clerk,2655,6791,781,34515,13,applying for cash to paying for mri scan,Medical Expenses,Low
CUST1209,Student,1914,3005,757,22968,16,short on cash for repairing cracked walls,Home Improvement,High
CUST1210,Clerk,2551,5944,683,45918,3,urgent need for buying a boat trailer if possible,Vehicle Purchase,High
CUST1211,Student,2334,739,518,11670,9,funds required to website development cost,Business Expansion,High
CUST1212,Sales Executive,7544,9503,616,173512,14,money needed for buying furniture for new flat,Home Improvement,Low
CUST1213,Clerk,3733,4275,609,33597,12,i need to certification exam fee thanks,Education,Low
CUST1214,Sales Executive,7403,25546,590,162866,15,getting a minivan for family without delay,Vehicle Purchase,Low
CUST1215,Student,2451,6325,623,61275,6,short on cash for replacing old windows,Home Improvement,High
CUST1216,Student,2487,3509,710,42279,12,financing a tesla if possible,Vehicle Purchase,High
CUST1217,Retired,2652,7315,686,60996,3,need capital to mom's heart operation please approve,Medical Expenses,High
CUST1218,Clerk,2809,2865,507,61798,9,purchasing raw materials bulk quickly,Business Expansion,High
CUST1219,Sales Executive,8000,486,645,120000,21,starting a coffee stall next week,Business Expansion,Low
CUST1220,Freelancer,4736,7380,850,71040,7,just want to mom's heart operation urgent please,Medical Expenses,Low
CUST1221,Self-Employed,4260,7956,627,21300,20,planning to buying a classic mustang,Vehicle Purchase,Low
CUST1222,Student,1519,1692,576,30380,25,just want to coding bootcamp fee for my family,Education,High
CUST1223,Retired,1832,3240,537,12824,18,loan to cover insulin pump cost,Medical Expenses,High
CUST1224,Freelancer,8007,24245,799,136119,27,prescription drugs cost,Medical Expenses,Low
CUST1225,Manager,10903,24825,526,54515,4,loan to cover getting a convertible,Vehicle Purchase,Low
CUST1226,Self-Employed,7161,6930,669,35805,25,just want to language course abroad,Education,Low
CUST1227,Self-Employed,7137,17353,709,99918,26,cash flow for payroll next week,Business Expansion,Low
CUST1228,Sales Executive,7045,12078,645,140900,29,help me to insulin pump cost,Medical Expenses,Low
CUST1229,Student,1901,5010,638,15208,28,pay rent arrears or eviction if possible,Emergency Expenses,High
CUST1230,Retired,3523,6170,696,81029,22,funds required to piano lessons for daughter,Education,Low
CUST1231,Clerk,3204,5457,671,41652,30,short on cash for getting a motorbike for work,Vehicle Purchase,Low
CUST1232,Retired,2623,5063,762,57706,20,money needed for buying furniture for new flat for my family,Home Improvement,Low
CUST1233,Retired,3359,7874,651,83975,2,funds required to buying laptop for studies quickly,Education,High
CUST1234,Manager,14666,19333,769,278654,16,gotta motorcycle for daily commute,Vehicle Purchase,Low
CUST1235,Retired,1678,3230,611,21814,30,applying for cash to cash flow for payroll,Business Expansion,High
CUST1236,Retired,3338,3930,722,50070,3,buying a food truck thanks,Business Expansion,High
CUST1237,Sales Executive,6471,20852,603,71181,6,just want to sudden funeral costs,Emergency Expenses,Low
CUST1238,Engineer,5514,6872,624,110280,14,financing for storm damage fix right now,Emergency Expenses,Low
CUST1239,Self-Employed,8102,12284,740,121530,27,just want to mba program cost,Education,Low
CUST1240,Self-Employed,12514,25338,465,300336,20,cash flow for payroll before month end,Business Expansion,Low
CUST1241,Clerk,3280,3640,663,19680,30,just want to buying a cheap hatchback,Vehicle Purchase,High
CUST1242,Manager,13132,32149,571,118188,2,loan to cover scooter for delivery job,Vehicle Purchase,Low
CUST1243,Student,2117,1793,595,16936,22,dental braces for son for my family,Medical Expenses,High
CUST1244,Retired,1713,2195,725,13704,20,planning to masters degree funding,Education,High
CUST1245,Sales Executive,7911,13931,541,150309,13,short on cash for getting a minivan for family,Vehicle Purchase,Low
CUST1246,Manager,18161,17549,600,90805,15,gotta starting a coffee stall,Business Expansion,Low
CUST1247,Sales Executive,3884,9164,714,27188,19,urgent need for piano lessons for daughter,Education,Low
CUST1248,Teacher,6110,4591,645,122200,24,planning to mom's heart operation,Medical Expenses,Low
CUST1249,Teacher,4495,7442,668,40455,10,help me to final year project cost,Education,Low
CUST1250,Retired,2965,2596,804,26685,5,gotta painting the living room,Home Improvement,High
CUST1251,Engineer,9942,10707,714,49710,17,urgent need for buying a cheap hatchback,Vehicle Purchase,Low
CUST1252,Student,1986,0,643,11916,14,just want to landscaping the backyard to move forward,Home Improvement,High
CUST1253,Sales Executive,4641,5381,608,32487,11,short on cash for fixing the garden fence,Home Improvement,Low
CUST1254,Freelancer,8191,9658,566,122865,28,textbooks for the term to move forward,Education,Low
CUST1255,Engineer,8429,11138,683,50574,16,funds required to replacing old windows,Home Improvement,Low
CUST1256,Student,2808,4486,707,67392,7,applying for cash to piano lessons for daughter,Education,Low
CUST1257,Freelancer,8517,14214,504,144789,7,urgent need for website development cost,Business Expansion,Low
CUST1258,Teacher,6883,15541,645,48181,12,funds required to upgrade server capacity,Business Expansion,Low
CUST1259,Retired,1971,4019,717,49275,19,urgent need for acquiring a food delivery bike,Vehicle Purchase,High
CUST1260,Student,1560,2660,712,18720,29,money needed for pay bail money,Emergency Expenses,High
CUST1261,Teacher,4891,9027,600,53801,1,urgent pet surgery soon,Emergency Expenses,Low
CUST1262,Engineer,5828,15694,665,99076,21,help me to sudden funeral costs,Emergency Expenses,Low
CUST1263,Self-Employed,7444,9669,705,119104,22,urgent need for upgrade server capacity,Business Expansion,Low
CUST1264,Retired,3276,5609,629,29484,29,buying a used pickup right now,Vehicle Purchase,Low
CUST1265,Sales Executive,4570,1343,624,68550,20,help me to renovate the kitchen cabinets,Home Improvement,Low
CUST1266,Sales Executive,3378,5362,543,74316,10,money needed for mba program cost,Education,Low
CUST1267,Self-Employed,8049,22911,696,72441,28,certification exam fee,Education,Low
CUST1268,Sales Executive,3666,6620,511,87984,3,paying for knee surgery quickly,Medical Expenses,Low
CUST1269,Retired,3089,4662,534,64869,12,university dorm deposit if possible,Education,High
CUST1270,Retired,3401,6955,763,71421,23,gotta buying a boat trailer immediately,Vehicle Purchase,High
CUST1271,Freelancer,6381,8977,730,146763,21,i need to replacing stolen car,Vehicle Purchase,Low
CUST1272,Sales Executive,4798,10522,596,57576,13,loan to cover franchise fee payment,Business Expansion,Low
CUST1273,Engineer,8481,19480,582,135696,9,borrowing to urgent pet surgery,Emergency Expenses,Low
CUST1274,Teacher,6578,14796,693,105248,8,wallet stolen need funds badly,Emergency Expenses,Low
CUST1275,Freelancer,6696,5956,591,127224,14,physiotherapy sessions soon,Medical Expenses,Low
CUST1276,Self-Employed,12151,14325,721,121510,15,just want to phd research grant gap soon,Education,Low
CUST1277,Engineer,10286,31168,729,144004,27,gotta urgent pet surgery immediately,Emergency Expenses,Low
CUST1278,Engineer,6865,12019,667,41190,18,help me to dental braces for son right now,Medical Expenses,Low
CUST1279,Self-Employed,7221,8844,595,93873,7,planning to coding bootcamp fee,Education,Low
CUST1280,Retired,2569,5585,653,41104,26,planning to opening a second branch,Business Expansion,High
CUST1281,Manager,17501,26357,637,437525,17,financing for settle lawsuit settlement,Emergency Expenses,Low
CUST1282,Manager,11728,19846,781,234560,8,i need to fix the leaking roof,Home Improvement,Low
CUST1283,Freelancer,5290,8889,583,58190,14,borrowing to maternity ward costs quickly,Medical Expenses,Low
CUST1284,Sales Executive,6593,3475,681,105488,5,scooter for delivery job right now,Vehicle Purchase,Low
CUST1285,Engineer,11044,32648,658,176704,11,planning to new tiles for bathroom,Home Improvement,Low
CUST1286,Manager,14974,17679,575,329428,10,buying new inventory stock asap,Business Expansion,Low
CUST1287,Student,2662,5053,473,23958,11,planning to unexpected tax bill,Emergency Expenses,Low
CUST1288,Manager,11345,20141,640,192865,7,help me to insulin pump cost immediately,Medical Expenses,Low
CUST1289,Clerk,2673,1885,612,37422,3,urgent need for new tiles for bathroom asap,Home Improvement,High
CUST1290,Clerk,3382,4420,643,81168,16,hiring more staff members for my family,Business Expansion,High
CUST1291,Teacher,4315,14504,736,60410,7,urgent plumbing disaster without delay,Emergency Expenses,Low
CUST1292,Engineer,10403,6547,636,166448,17,urgent need for dental braces for son,Medical Expenses,Low
CUST1293,Teacher,4838,9789,586,48380,4,remodeling the basement,Home Improvement,Low
CUST1294,Retired,3213,3858,654,35343,5,paying for knee surgery asap,Medical Expenses,Low
CUST1295,Engineer,8540,16989,542,85400,20,borrowing to physiotherapy sessions,Medical Expenses,Low
CUST1296,Sales Executive,7116,9366,563,78276,1,applying for cash to getting a minivan for family,Vehicle Purchase,Low
CUST1297,Freelancer,3024,6024,552,36288,17,fix the leaking roof,Home Improvement,High
CUST1298,Freelancer,6269,8026,655,43883,10,need capital to buying hearing aids immediately,Medical Expenses,Low
CUST1299,Self-Employed,8873,3066,744,88730,14,university dorm deposit to move forward,Education,Low
CUST1300,Teacher,6030,8484,561,60300,23,i need to mba program cost,Education,Low
CUST1301,Manager,19446,40021,630,194460,9,urgent need for kidney stone removal please approve,Medical Expenses,Low
CUST1302,Clerk,3429,4274,479,68580,14,i need to replacing old windows for my family,Home Improvement,High
CUST1303,Self-Employed,5253,8048,555,78795,14,gotta flood damage clean up,Emergency Expenses,Low
CUST1304,Teacher,4535,7092,673,22675,3,buying laptop for studies,Education,Low
CUST1305,Manager,13630,19900,492,231710,2,i need to exam registration fees,Education,Low
CUST1306,Engineer,5939,8254,608,112841,16,paying for knee surgery to move forward,Medical Expenses,Low
CUST1307,Clerk,2169,2020,632,41211,5,urgent need for kids school uniform immediately,Education,High
CUST1308,Engineer,11894,27444,779,285456,4,buying a food truck quickly,Business Expansion,Low
CUST1309,Engineer,6017,4345,632,42119,22,urgent need for pay rent arrears or eviction,Emergency Expenses,Low
CUST1310,Engineer,6257,6467,668,37542,29,i need to physiotherapy sessions,Medical Expenses,Low
CUST1311,Freelancer,8207,21213,683,172347,21,replacing old windows to move forward,Home Improvement,Low
CUST1312,Manager,19310,27148,674,96550,2,short on cash for scooter for delivery job,Vehicle Purchase,Low
CUST1313,Sales Executive,5045,5465,691,35315,1,paying for mri scan soon,Medical Expenses,Low
CUST1314,Student,1529,1877,694,10703,8,renovate the kitchen cabinets soon,Home Improvement,High
CUST1315,Teacher,6465,12367,721,51720,27,replacing stolen car,Vehicle Purchase,Low
CUST1316,Self-Employed,13208,9470,569,290576,13,borrowing to replacing stolen car,Vehicle Purchase,Low
CUST1317,Clerk,2475,4132,723,24750,1,funds required to painting the living room,Home Improvement,High
CUST1318,Self-Employed,4196,3440,706,29372,22,need capital to financing a tesla soon,Vehicle Purchase,Low
CUST1319,Self-Employed,4719,9496,673,66066,25,prescription drugs cost thanks,Medical Expenses,Low
CUST1320,Clerk,3459,0,594,79557,6,borrowing to remodeling the basement,Home Improvement,High
CUST1321,Clerk,3228,3199,750,54876,22,planning to laser eye treatment,Medical Expenses,High
CUST1322,Self-Employed,6872,2781,525,103080,28,loan to cover replace broken fridge asap,Emergency Expenses,High
CUST1323,Clerk,2686,8738,669,51034,13,help me to kids school uniform,Education,Low
CUST1324,Retired,3906,5715,637,19530,20,funds required to fixing the garden fence immediately,Home Improvement,Low
CUST1325,Engineer,6936,9695,515,166464,3,gotta financing a tesla,Vehicle Purchase,Low
CUST1326,Teacher,5034,4845,650,85578,7,need capital to getting a motorbike for work quickly,Vehicle Purchase,Low
CUST1327,Sales Executive,7899,18674,643,118485,5,gotta buying new inventory stock thanks,Business Expansion,Low
CUST1328,Self-Employed,14544,22577,627,261792,21,financing for franchise fee payment,Business Expansion,Low
CUST1329,Student,1969,3761,591,23628,7,short on cash for covering hospital stay bill,Medical Expenses,High
CUST1330,Sales Executive,4822,4290,600,72330,6,borrowing to fixing the garden fence please approve,Home Improvement,High
CUST1331,Student,1632,2788,627,17952,2,scooter for delivery job,Vehicle Purchase,Low
CUST1332,Sales Executive,4028,9662,708,44308,8,applying for cash to maternity ward costs quickly,Medical Expenses,Low
CUST1333,Manager,19878,20496,659,218658,8,unexpected tax bill right now,Emergency Expenses,Low
CUST1334,Teacher,5981,8996,715,113639,21,urgent need for buying a used pickup,Vehicle Purchase,Low
CUST1335,Engineer,11400,0,673,182400,13,loan to cover getting a motorbike for work,Vehicle Purchase,Low
CUST1336,Teacher,5428,3335,684,97704,25,pay rent arrears or eviction next week,Emergency Expenses,Low
CUST1337,Freelancer,2662,4161,565,18634,25,funds required to root canal treatment badly,Medical Expenses,High
CUST1338,Retired,2125,2188,633,36125,15,just want to family crisis need cash before month end,Emergency Expenses,High
CUST1339,Freelancer,4820,3505,727,33740,11,short on cash for pay rent arrears or eviction,Emergency Expenses,Low
CUST1340,Freelancer,4103,7353,692,20515,28,financing for paying for mri scan,Medical Expenses,Low
CUST1341,Freelancer,5814,18581,564,93024,13,help me to hiring more staff members,Business Expansion,Low
CUST1342,Engineer,10251,18519,647,61506,30,help me to replacing stolen car,Vehicle Purchase,Low
CUST1343,Manager,17266,38162,765,224458,25,kids school uniform please approve,Education,Low
CUST1344,Retired,3501,3476,592,21006,21,planning to university dorm deposit,Education,High
CUST1345,Manager,12043,18187,671,192688,21,need capital to franchise fee payment before month end,Business Expansion,Low
CUST1346,Teacher,4570,0,531,41130,9,borrowing to replace broken fridge asap urgent please,Emergency Expenses,Low
CUST1347,Teacher,3550,6253,673,60350,13,just want to buying a food truck to move forward,Business Expansion,High
CUST1348,Retired,2273,4188,616,40914,9,gotta getting a motorbike for work,Vehicle Purchase,High
CUST1349,Retired,3683,3950,584,51562,24,short on cash for buying laptop for studies,Education,Low
CUST1350,Clerk,2223,1315,545,35568,27,loan to cover flood damage clean up,Emergency Expenses,High
CUST1351,Engineer,11133,20421,778,155862,1,kidney stone removal if possible,Medical Expenses,Low
CUST1352,Freelancer,2512,6610,728,45216,17,funds required to buying hearing aids,Medical Expenses,Low
CUST1353,Engineer,11005,11530,670,110050,23,masters degree funding immediately,Education,Low
CUST1354,Sales Executive,6985,16118,827,132715,19,kids school uniform asap,Education,Low
CUST1355,Teacher,4323,8532,668,47553,9,installing solar panels urgent please,Home Improvement,Low
CUST1356,Freelancer,7635,13961,629,190875,6,short on cash for replace broken fridge asap immediately,Emergency Expenses,Low
CUST1357,Engineer,5702,5912,694,85530,1,just want to final year project cost,Education,Low
CUST1358,Freelancer,6474,8597,617,38844,9,urgent need for installing smart locks to move forward,Home Improvement,Low
CUST1359,Student,1698,3129,787,28866,20,need capital to franchise fee payment,Business Expansion,High
CUST1360,Freelancer,6376,9865,541,95640,12,i need to licensing fees for shop if possible,Business Expansion,Low
CUST1361,Self-Employed,7925,20627,607,134725,20,money needed for buying a used pickup,Vehicle Purchase,Low
CUST1362,Self-Employed,9410,14319,644,159970,24,short on cash for licensing fees for shop urgent please,Business Expansion,Low
CUST1363,Student,2732,6023,718,32784,12,financing for marketing campaign ads,Business Expansion,High
CUST1364,Freelancer,6718,7113,676,167950,27,im looking to launching a new product line,Business Expansion,Low
CUST1365,Student,2797,3758,668,41955,22,kidney stone removal right now,Medical Expenses,High
CUST1366,Sales Executive,7970,1550,662,55790,12,money needed for purchasing raw materials bulk,Business Expansion,Low
CUST1367,Freelancer,7893,20382,514,134181,10,money needed for motorcycle for daily commute right now,Vehicle Purchase,Low
CUST1368,Teacher,5630,14071,551,118230,2,i need to pay rent arrears or eviction,Emergency Expenses,Low
CUST1369,Freelancer,3213,3600,763,70686,28,final year project cost before month end,Education,High
CUST1370,Teacher,5327,12685,624,117194,8,funds required to downpayment for a 4x4 immediately,Vehicle Purchase,Low
CUST1371,Sales Executive,4396,6699,532,30772,4,paying semester fees soon,Education,Low
CUST1372,Student,1828,3915,619,31076,25,gotta scooter for delivery job,Vehicle Purchase,High
CUST1373,Sales Executive,5110,2596,480,40880,22,borrowing to wallet stolen need funds,Emergency Expenses,Low
CUST1374,Retired,3515,8908,716,42180,30,financing a tesla for my family,Vehicle Purchase,Low
CUST1375,Self-Employed,10176,26601,579,172992,21,applying for cash to maternity ward costs,Medical Expenses,Low
CUST1376,Sales Executive,4831,7063,716,38648,3,im looking to health checkup package,Medical Expenses,Low
CUST1377,Sales Executive,3951,4446,631,59265,13,last minute flight ticket,Emergency Expenses,Low
CUST1378,Engineer,5506,5846,622,93602,14,help me to motorcycle for daily commute,Vehicle Purchase,Low
CUST1379,Self-Employed,6069,2567,636,72828,4,certification exam fee quickly,Education,Low
CUST1380,Student,2602,4990,594,36428,27,pay rent arrears or eviction thanks,Emergency Expenses,Low
CUST1381,Freelancer,8070,3683,679,72630,24,short on cash for storm damage fix,Emergency Expenses,Low
CUST1382,Self-Employed,9060,2519,648,117780,28,i need to launching a new product line,Business Expansion,Low
CUST1383,Sales Executive,7055,6790,850,42330,26,money needed for replace broken fridge asap,Emergency Expenses,Low
CUST1384,Teacher,6891,8117,498,82692,23,paying semester fees please approve,Education,Low
CUST1385,Teacher,5496,7719,583,54960,1,need capital to sudden funeral costs,Emergency Expenses,Low
CUST1386,Self-Employed,10921,4736,430,185657,13,help me to mom's heart operation,Medical Expenses,Low
CUST1387,Retired,2659,3015,827,58498,13,marketing campaign ads to move forward,Business Expansion,High
CUST1388,Teacher,4824,7308,544,28944,28,im looking to landscaping the backyard immediately,Home Improvement,Low
CUST1389,Freelancer,7862,13558,687,157240,10,financing for renovate the kitchen cabinets if possible,Home Improvement,Low
CUST1390,Sales Executive,4786,8025,600,119650,1,applying for cash to unexpected tax bill,Emergency Expenses,Low
CUST1391,Clerk,3389,6269,495,57613,14,planning to fix the leaking roof,Home Improvement,Low
CUST1392,Student,1696,1597,721,10176,4,capital for startup asap,Business Expansion,High
CUST1393,Manager,10434,9721,591,62604,4,upgrading the air conditioning,Home Improvement,Low
CUST1394,Manager,16005,18402,751,160050,21,short on cash for mba program cost,Education,Low
CUST1395,Clerk,3592,219,683,61064,9,loan to cover buying a second hand sedan,Vehicle Purchase,Low
CUST1396,Self-Employed,4190,7299,672,83800,21,help me to exam registration fees,Education,Low
CUST1397,Student,2701,1525,603,35113,23,money needed for launching a new product line quickly,Business Expansion,High
CUST1398,Teacher,5072,1800,661,91296,10,applying for cash to exam registration fees if possible,Education,Low
CUST1399,Clerk,2666,8300,718,58652,6,renovate the kitchen cabinets if possible,Home Improvement,Low
CUST1400,Student,2306,1311,615,48426,16,money needed for masters degree funding,Education,High
CUST1401,Retired,3895,254,614,97375,4,gotta certification exam fee please approve,Education,Low
CUST1402,Clerk,2370,5446,555,11850,18,borrowing to adding a swimming pool next week,Home Improvement,High
CUST1403,Self-Employed,6015,15128,675,150375,6,just want to buying furniture for new flat,Home Improvement,Low
CUST1404,Retired,2551,4150,632,20408,17,gotta landscaping the backyard,Home Improvement,High
CUST1405,Self-Employed,12919,32811,843,64595,8,need capital to installing solar panels,Home Improvement,Low
CUST1406,Student,2563,5255,612,56386,15,help me to pay off urgent debt right now,Emergency Expenses,Low
CUST1407,Freelancer,8194,6739,812,131104,20,loan to cover root canal treatment,Medical Expenses,Low
CUST1408,Clerk,3357,5874,596,36927,5,urgent plumbing disaster to move forward,Emergency Expenses,Low
CUST1409,Sales Executive,4099,4315,616,65584,9,applying for cash to buying a food truck immediately,Business Expansion,Low
CUST1410,Manager,9218,8374,630,230450,29,planning to launching a new product line for my family,Business Expansion,Low
CUST1411,Manager,15472,31419,680,278496,23,urgent need for root canal treatment right now,Medical Expenses,Low
CUST1412,Retired,2334,6240,705,58350,23,funds required to insulin pump cost,Medical Expenses,Low
CUST1413,Self-Employed,13234,9058,526,317616,6,money needed for repairing cracked walls,Home Improvement,Low
CUST1414,Teacher,4795,11278,645,23975,20,borrowing to franchise fee payment,Business Expansion,Low
CUST1415,Clerk,2553,4528,677,56166,14,financing for wallet stolen need funds,Emergency Expenses,High
CUST1416,Self-Employed,14488,43257,742,188344,5,maternity ward costs please approve,Medical Expenses,Low
CUST1417,Engineer,5080,16871,778,60960,13,financing for loan for immediate survival next week,Emergency Expenses,Low
CUST1418,Clerk,2359,0,622,54257,27,exam registration fees if possible,Education,High
CUST1419,Clerk,3083,2753,734,43162,18,need capital to wallet stolen need funds,Emergency Expenses,High
CUST1420,Clerk,3836,8317,670,65212,6,funds required to franchise fee payment,Business Expansion,Low
CUST1421,Retired,3759,788,562,75180,19,laser eye treatment urgent please,Medical Expenses,Low
CUST1422,Engineer,5077,5127,533,45693,5,loan to cover paying for mri scan if possible,Medical Expenses,Low
CUST1423,Engineer,5433,13558,593,86928,23,applying for cash to loan for immediate survival,Emergency Expenses,Low
CUST1424,Manager,19579,13117,672,313264,26,im looking to installing smart locks,Home Improvement,Low
CUST1425,Retired,2674,3645,733,32088,10,borrowing to marketing campaign ads,Business Expansion,High
CUST1426,Engineer,8330,14154,496,208250,3,paying for mri scan thanks,Medical Expenses,Low
CUST1427,Sales Executive,3767,6177,673,52738,18,planning to root canal treatment right now,Medical Expenses,Low
CUST1428,Student,2368,1605,483,21312,16,short on cash for hiring more staff members immediately,Business Expansion,High
CUST1429,Retired,3680,4554,572,88320,7,root canal treatment please approve,Medical Expenses,Low
CUST1430,Manager,19511,15238,634,409731,22,getting a convertible,Vehicle Purchase,Low
CUST1431,Freelancer,3880,2889,502,81480,29,i need to purchasing raw materials bulk,Business Expansion,Low
CUST1432,Teacher,3807,4617,681,60912,2,wallet stolen need funds urgent please,Emergency Expenses,Low
CUST1433,Freelancer,5605,14089,835,84075,30,financing for last minute flight ticket if possible,Emergency Expenses,Low
CUST1434,Retired,1982,2519,739,25766,7,borrowing to dental braces for son,Medical Expenses,High
CUST1435,Manager,11562,36184,564,289050,17,acquiring a food delivery bike soon,Vehicle Purchase,Low
CUST1436,Freelancer,7560,12545,627,37800,20,borrowing to family crisis need cash asap,Emergency Expenses,Low
CUST1437,Self-Employed,8888,12892,656,88880,13,downpayment for a 4x4,Vehicle Purchase,Low
CUST1438,Student,1707,1738,672,35847,17,covering hospital stay bill without delay,Medical Expenses,Low
CUST1439,Manager,10029,15851,645,130377,8,borrowing to language course abroad to move forward,Education,Low
CUST1440,Manager,14132,17554,730,141320,18,last minute flight ticket to move forward,Emergency Expenses,Low
CUST1441,Clerk,2898,2961,578,26082,12,urgent need for laser eye treatment next week,Medical Expenses,High
CUST1442,Student,2235,5443,566,17880,7,short on cash for repairing cracked walls soon,Home Improvement,Low
CUST1443,Student,1773,813,731,10638,6,need capital to launching a new product line,Business Expansion,High
CUST1444,Freelancer,7949,15103,645,158980,18,im looking to buying new inventory stock for my family,Business Expansion,Low
CUST1445,Teacher,4830,7291,510,82110,17,loan to cover loan for immediate survival,Emergency Expenses,Low
CUST1446,Teacher,3949,11331,612,35541,5,just want to masters degree funding,Education,Low
CUST1447,Retired,1555,2432,591,23325,14,mom's heart operation if possible,Medical Expenses,High
CUST1448,Manager,15867,20206,739,285606,8,paying off student arrears to move forward,Education,Low
CUST1449,Retired,2265,3407,786,29445,23,hiring more staff members urgent please,Business Expansion,High
CUST1450,Manager,11250,1360,672,90000,23,urgent plumbing disaster,Emergency Expenses,Low
CUST1451,Sales Executive,7843,9309,617,62744,5,gotta sudden funeral costs badly,Emergency Expenses,Low
CUST1452,Student,2060,6874,638,37080,1,urgent need for buying a second hand sedan,Vehicle Purchase,Low
CUST1453,Clerk,3770,8583,675,52780,23,loan to cover launching a new product line asap,Business Expansion,Low
CUST1454,Sales Executive,5753,7165,662,103554,21,paying off student arrears urgent please,Education,Low
CUST1455,Engineer,5901,8389,714,94416,23,need capital to pay rent arrears or eviction,Emergency Expenses,Low
CUST1456,Sales Executive,5620,10681,618,28100,2,gotta storm damage fix,Emergency Expenses,Low
CUST1457,Sales Executive,5337,0,680,42696,14,im looking to maternity ward costs,Medical Expenses,Low
CUST1458,Engineer,9024,9509,701,72192,22,gotta cash flow for payroll asap,Business Expansion,Low
CUST1459,Retired,2033,1743,764,32528,24,im looking to fixing the garden fence,Home Improvement,High
CUST1460,Sales Executive,5260,8919,726,42080,5,help me to fixing the garden fence soon,Home Improvement,Low
CUST1461,Student,2701,8448,617,29711,7,im looking to franchise fee payment to move forward,Business Expansion,High
CUST1462,Clerk,2153,5464,610,30142,24,sudden funeral costs asap,Emergency Expenses,High
CUST1463,Sales Executive,7370,10732,626,81070,14,applying for cash to replace broken fridge asap,Emergency Expenses,Low
CUST1464,Retired,2922,6397,596,23376,30,im looking to buying a boat trailer,Vehicle Purchase,Low
CUST1465,Clerk,2988,0,740,62748,26,funds required to fixing the garden fence,Home Improvement,High
CUST1466,Teacher,5954,7046,850,83356,2,financing for website development cost,Business Expansion,Low
CUST1467,Sales Executive,6256,3215,653,131376,3,just want to replacing my old clunker,Vehicle Purchase,Low
CUST1468,Freelancer,8649,4091,644,147033,13,money needed for textbooks for the term,Education,Low
CUST1469,Sales Executive,4507,11455,652,103661,23,urgent need for renovating the shop floor before month end,Business Expansion,Low
CUST1470,Retired,3365,749,646,43745,10,short on cash for final year project cost,Education,Low
CUST1471,Engineer,10802,15697,690,129624,2,just want to downpayment for a 4x4,Vehicle Purchase,Low
CUST1472,Engineer,5320,1486,503,69160,30,urgent need for installing solar panels,Home Improvement,Low
CUST1473,Engineer,11476,41563,721,126236,18,urgent need for paying off student arrears,Education,Low
CUST1474,Student,2828,2469,739,45248,11,borrowing to buying a used pickup,Vehicle Purchase,High
CUST1475,Retired,2581,3502,569,61944,10,im looking to downpayment for a 4x4 asap,Vehicle Purchase,High
CUST1476,Student,2781,5840,513,33372,24,buying hearing aids to move forward,Medical Expenses,Low
CUST1477,Teacher,4548,11267,632,104604,4,getting a minivan for family badly,Vehicle Purchase,Low
CUST1478,Engineer,10130,8380,574,192470,8,financing for purchasing raw materials bulk if possible,Business Expansion,Low
CUST1479,Engineer,6670,1562,578,113390,5,masters degree funding urgent please,Education,High
CUST1480,Sales Executive,6554,2162,776,45878,16,buying a used pickup please approve,Vehicle Purchase,Low
CUST1481,Freelancer,4015,6823,604,92345,16,financing for unexpected tax bill,Emergency Expenses,Low
CUST1482,Engineer,5172,4580,804,87924,22,remodeling the basement immediately,Home Improvement,Low
